ordinal,column,row_count,nonblank_count,blank_count,blank_pct,fully_blank,distinct_nonblank_count,sample_values,action,reason_to_keep_or_drop
280,evidence_positive,17651,7244,10407,58.9598,0,>1000,"Selected as supplier of 400G products by a major hyperscale datacenter customer; CATV segment continued robust growth; Q2 revenue outlook $56-$59 million vs Q1 $52.2 million. | Operating income increased to $6.8 million from $0.6 million due to higher sales, lower bad debt reserves, cost reductions, and price increases; full-year comparable sales and EPS  | First quarter revenue increased 49% year over year to $103.1 million, marketplace and service revenue rose 51%, and management cited market share gains, new dealer additions, terri | Adobe reported record Q2 revenue of $4.39B, up 14%, with demand across Creative Cloud, Document Cloud and Experience Cloud. Operating cash flow exceeded $2B. Digital Experience sub | Revenue increased 16% to $257.4 million; cash flow from operations rose to $46.3 million from $26.7 million; company reaffirmed full-year 2022 outlook and cited IPTV subscriber gro",keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
281,evidence_risk,17651,7301,10350,58.6369,0,>1000,"GAAP gross margin 17.3%; GAAP net loss $16.1 million; non-GAAP loss outlook $8.4-$9.5 million. | First quarter net cash used by operating activities was $104.2 million and free cash flow was negative $107.6 million, worse than negative $46.2 million a year earlier; FX impact w | GAAP net loss widened to $29.5 million from $17.4 million and adjusted EBITDA loss widened to $18.0 million from $12.4 million; guidance calls for continued adjusted EBITDA and GAA | Updated targets factored lower-than-expected tax benefits from stock-based compensation and a $175M FX headwind across Q3 and Q4 revenue. Forward-looking targets and actual amounts | Growth was primarily due to the previously announced Micron agreement, which may be less durable than broad organic growth; separation and forward-looking outlook carry execution r",keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
282,demote_risk_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Boolean/condition field. Sparse by design; populated when condition is evaluated or triggered.
283,deteriorating_risk_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Boolean/condition field. Sparse by design; populated when condition is evaluated or triggered.
284,llm_source_accessions,17651,7040,10611,60.1156,0,>1000,0000950170-22-007563;0000950170-22-007563 | 0001193125-22-137490;0001193125-22-137490 | 0001628280-22-015911;0001628280-22-015911 | 0000897077-22-000097;0000897077-22-000097 | 0001459200-22-000014;0001459200-22-000014,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
285,llm_prompt_input_hash,17651,7040,10611,60.1156,0,>1000,15f596cb7904ef30c4b9494bdd40a73d2a6ddbf33d0554a6fad87e15608b687a | 8d91a20eed277343060d92544ad7ed1bbcb27dc2e80f8e4d2d1000233b32803b | f6e855b9383d9652a47b62bf6eaccf731d5ecadd67dadcd278ac3095f3db8b39 | cd698a4437efa61f2a46c56b883932db22dae87d52e6eac8d5e7efdc36bbdb60 | 768252b60ec1cf3ea5ff2e35c6d3b34c8abc9579245183ae83caf5892a7bba43,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
286,llm_prompt_input_allowed_docs_only,17651,7040,10611,60.1156,0,1,1,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
287,llm_output_hash,17651,7040,10611,60.1156,0,>1000,7db15d49c62d00abf6949d35231f1002c05a4010ae08d184865ce4c8960a7e55 | d27bae7ea183a7ba09f0a974df0d57d89046b32976d15e9f0898a89cee26ae60 | 94cebb41ea7d11f53e2d89c5f2e1e3d2939f74f46bfbf344ddf4513ccc08b2d1 | d0e5048a3405384660714c0a71bc02df2a79d3866b1f6b36b314e29b5081d5fd | d49880d1916ada4eadb873d0a25bd570782578e0afd7ff318a3a07811454eff0,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
288,rm_any_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
289,rm1_low_price_dislocation_momentum,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
290,rm2_weak_acceleration,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
291,rm3_mid_price_dislocation_momentum,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
292,rm4_persistent_repricing_wave,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
293,repricing_momentum_priority,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
294,repricing_momentum_extension,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
295,repricing_started,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
296,repricing_confirmed,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
297,positive_repricing_status,17651,223,17428,98.7366,0,1,priority,keep_sparse,Reason/status field. Blank means no reason/status applied for that row.
298,market_repricing_score,17651,17651,0,0.0000,0,10,0 | 5 | 6 | 16 | 11,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
299,rm_buy_review_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
300,rm_risk_size_multiplier,17651,17651,0,0.0000,0,3,1.0 | 0.5 | 0.25,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
301,primary_theme,17651,6450,11201,63.4582,0,>1000,400G optical datacenter upgrade cycle | fiber broadband access infrastructure buildout | home-based care demand shift | Enterprise AI software | Lithium electrification pricing cycle,keep,Populated field with row-level data; keep unless output contract is narrowed.
302,secondary_themes,17651,7302,10349,58.6312,0,>1000,"[""CATV broadband growth""] | [] | [""connected home"", ""cloud software"", ""ADVA portfolio synergies""] | [""personal care reimbursement rates"", ""hospice recovery"", ""selective acquisitions""] | [""defense digitization"", ""industrial AI applications"", ""cloud partnerships""]",keep,Populated field with row-level data; keep unless output contract is narrowed.
303,theme_tags,17651,7302,10349,58.6312,0,>1000,"[""400G"", ""hyperscale_datacenter"", ""optical_transceivers"", ""CATV""] | [] | [""fiber_access"", ""bookings"", ""connected_home"", ""cloud_software"", ""customer_diversification""] | [""home_based_care"", ""personal_care"", ""hospice"", ""labor_pressure"", ""acquisitions""] | [""enterprise_ai"", ""subscription_software"", ""defense_ai"", ""industrial_software""]",keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
304,theme_role,17651,6417,11234,63.6451,0,8,direct_beneficiary | platform_leader | infrastructure_provider | commodity_exposure | turnaround_with_theme_tailwind,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
305,theme_confidence,17651,6449,11202,63.4638,0,3,high | medium | low,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
306,theme_driver_type,17651,6357,11294,63.9850,0,6,demand | revenue | pricing | capacity | margin,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
307,theme_momentum,17651,7302,10349,58.6312,0,4,accelerating | unknown | stable | fading,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
308,theme_evidence,17651,7302,10349,58.6312,0,>1000,"[""selected by a major hyperscale datacenter customer as a vendor of several 400G datacenter transceiver products"", ""CATV segment continued to deliver robust growth"", ""strength will | [] | [""revenue up 21% year-over-year"", ""fiber access platforms led the way with an impressive 61% year-over-year growth rate"", ""strong order bookings, paired with high growth in our fib | [""favorable demand for home-based care"", ""Hospice Same Store Revenue Increases 4.4%"", ""home health segment revenue more than doubled over the first quarter last year""] | [""Revenue increased 38% to $252.8 million compared with fiscal 2021."", ""GAAP RPO increased by 62% to $477.4 million."", ""Customer count grew to 223 from 151, a 48% increase year ove",keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
309,theme_pit_valid_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
310,theme_evidence_summary,17651,6538,11113,62.9596,0,>1000,"Filing ties 400G vendor selection and CATV growth to outlook, while margins and losses remain poor. | Evidence directly identifies fiber access, connected home, and cloud software as high-growth demand areas. | Evidence shows demand, segment growth, and acquisition expansion, offset by weak personal care same-store growth and labor constraints. | Packet supports theme through 38% revenue growth, 62% RPO growth, 48% customer growth, and named Enterprise AI wins. | Evidence ties price strength to sales, EBITDA, guidance, and Wodgina capacity startup.",keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
311,theme_driver_summary,17651,6537,11114,62.9653,0,>1000,"Customer win and CATV demand support growth, but financial proof remains weak. | Fiber access demand is clearly driving revenue and bookings, but losses and supply-chain risks limit score. | Home-based care demand supports growth, but labor and Omicron volume pressure make the narrative only neutral. | Enterprise AI demand directly tied to revenue growth, RPO growth, customer expansion, and defense/industrial wins. | Tight lithium/bromine markets and renegotiated variable price contracts directly lifted growth and guidance.",keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
312,theme_active,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
313,theme_cohort_strength,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
314,theme_leader_or_direct_beneficiary,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
315,theme_tailwind_score,17651,17651,0,0.0000,0,10,0 | 12 | 13 | 7 | 10,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
316,theme_acceleration_score,17651,7302,10349,58.6312,0,11,13 | 0 | 15 | 10 | 5,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
317,theme_external_confirmation_score,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
318,theme_ai_data_center,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
319,theme_ai_optical_networking,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
320,theme_semiconductor_materials,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
321,theme_compound_semiconductor,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
322,theme_photonics,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
323,theme_critical_materials,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
324,theme_semicap_datacenter_confirmed,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
325,filing_theme_growth_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
326,filing_theme_guidance_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
327,filing_theme_margin_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
328,filing_theme_customer_win_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
329,filing_theme_capacity_expansion_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
330,score_change,17651,17021,630,3.5692,0,24,0.0 | -1.0 | -4.0 | 6.0 | -3.0,keep,Score/ranking field used to explain candidate quality or scoring path.
331,prior_pre_llm_fundamental_score,17651,17021,630,3.5692,0,14,7 | -2 | 4 | 0 | -1,keep_sparse,Prior-quarter context field. Blank when no valid prior row exists.
332,total_structure_score,17651,17651,0,0.0000,0,9,0 | 30 | 10 | 29 | 15,keep,Score/ranking field used to explain candidate quality or scoring path.
333,llm_business_improvement_score,17651,17651,0,0.0000,0,34,0 | 18 | 12 | 32 | 30,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
334,fundamental_rerating_score,17651,17651,0,0.0000,0,12,3 | 9 | 6 | 7 | 0,keep,Score/ranking field used to explain candidate quality or scoring path.
335,risk_penalty_score,17651,17651,0,0.0000,0,26,0 | 10 | 1 | 4 | 11,keep,Score/ranking field used to explain candidate quality or scoring path.
336,base_entry_raw_score,17651,17651,0,0.0000,0,121,3 | 52 | 6 | -4 | 16,keep,Score/ranking field used to explain candidate quality or scoring path.
337,base_entry_score_0_100,17651,17651,0,0.0000,0,101,3 | 52 | 6 | 0 | 16,keep,Score/ranking field used to explain candidate quality or scoring path.
338,entry_raw_score,17651,17651,0,0.0000,0,121,3 | 52 | 6 | -4 | 16,keep,Score/ranking field used to explain candidate quality or scoring path.
339,entry_score_0_100,17651,17651,0,0.0000,0,101,3 | 52 | 6 | 0 | 16,keep,Score/ranking field used to explain candidate quality or scoring path.
340,entry_score_rank_by_quarter,17651,17651,0,0.0000,0,>1000,502 | 111 | 395 | 503 | 504,keep,Score/ranking field used to explain candidate quality or scoring path.
341,entry_score_0_100_bucket,17651,17651,0,0.0000,0,5,"Low priority unless theme override exists | Watchlist / secondary research | Good candidate, needs downstream confirmation | High-priority entry research | Highest-priority entry research",keep,Score/ranking field used to explain candidate quality or scoring path.
342,entry_score_label,17651,17651,0,0.0000,0,6,Avoid / stale / low priority | C | D | B | A,keep,Score/ranking field used to explain candidate quality or scoring path.
343,monitoring_status,17651,17651,0,0.0000,0,1,pre_checkpoint,keep,Score/ranking field used to explain candidate quality or scoring path.
344,entry_score_inputs,17651,17651,0,0.0000,0,4,accepted_row_flag;adjustment_factor;asset_efficiency_score;assets_value;assets_value_derivation_formula;assets_value_derivation_source_facts_json;assets_value_fact_accession;assets | accepted_row_flag;adjustment_factor;asset_efficiency_score;assets_value;assets_value_derivation_formula;assets_value_derivation_source_facts_json;assets_value_fact_accession;assets | accepted_row_flag;adjustment_factor;asset_efficiency_score;assets_value;assets_value_derivation_formula;assets_value_derivation_source_facts_json;assets_value_fact_accession;assets | accepted_row_flag;adjustment_factor;asset_efficiency_score;assets_value;assets_value_derivation_formula;assets_value_derivation_source_facts_json;assets_value_fact_accession;assets,keep,Score/ranking field used to explain candidate quality or scoring path.
345,signal_age_days,17651,17651,0,0.0000,0,87,21 | 39 | 26 | 43 | 40,keep,Populated field with row-level data; keep unless output contract is narrowed.
346,signal_freshness_status,17651,17651,0,0.0000,0,5,aging_signal | active_signal | fresh_signal | stale_signal | expired_signal,keep_sparse,Reason/status field. Blank means no reason/status applied for that row.
347,decision_type,17651,17651,0,0.0000,0,2,pass | watchlist,keep,Populated field with row-level data; keep unless output contract is narrowed.
348,blocked_reasons,17651,17651,0,0.0000,0,2,no_identifiable_catalyst;invalidation_trigger_undefined | expired_signal;no_identifiable_catalyst;invalidation_trigger_undefined,keep_sparse,Reason/status field. Blank means no reason/status applied for that row.
349,warning_reasons,17651,203,17448,98.8499,0,7,rm_financing_dependence_half_size | rm_financing_dependence_half_size;rm_demote_half_size | rm_demote_half_size | rm_demote_half_size;rm_entry_qoq_overextended_starter_only | rm_entry_qoq_overextended_starter_only,keep_sparse,Reason/status field. Blank means no reason/status applied for that row.
350,force_pm_underwriting_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
351,underwriting_path,17651,17651,0,0.0000,0,2,standard | repricing_momentum_theme,keep_sparse,Traceability/source field. Blank only when that source path does not apply.
352,candidate_state,17651,17651,0,0.0000,0,3,watchlist | fundamental_review | active_watchlist,keep,Populated field with row-level data; keep unless output contract is narrowed.
353,dashboard_score_0_100,17651,17651,0,0.0000,0,101,3 | 52 | 6 | 0 | 16,keep,Score/ranking field used to explain candidate quality or scoring path.
354,top15_selected,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
355,top15_any_variant_selected,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
356,top15_variants_selected,17651,255,17396,98.5553,0,17,high_conviction_top15_current_operating_2022Q2 | high_conviction_top15_current_operating_2022Q3 | high_conviction_top15_current_operating_2022Q4 | high_conviction_top15_current_operating_2023Q1 | high_conviction_top15_current_operating_2023Q2,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
357,top15_variant,17651,255,17396,98.5553,0,17,high_conviction_top15_current_operating_2022Q2 | high_conviction_top15_current_operating_2022Q3 | high_conviction_top15_current_operating_2022Q4 | high_conviction_top15_current_operating_2023Q1 | high_conviction_top15_current_operating_2023Q2,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
358,top15_selection_rank,17651,255,17396,98.5553,0,15,15 | 12 | 7 | 2 | 5,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
359,top15_selected_sleeve,17651,255,17396,98.5553,0,2,right_tail_exception | core,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
360,top15_selected_sleeve_rank,17651,255,17396,98.5553,0,10,5 | 2 | 7 | 9 | 4,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
361,top15_right_tail_exception_score,17651,85,17566,99.5184,0,38,104.0 | 106.0 | 108.0 | 112.0 | 93.0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
362,top15_right_tail_exception_reason_codes,17651,255,17396,98.5553,0,11,"[""HP_LLM_BEST"", ""HP_SIGNAL"", ""THEME_TAILWIND"", ""PRIMARY_THEME""] | [""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""MARKET_REPRICING"", ""PRIMARY_THEME"", ""NEAR_THRESHOLD_EXCEPTION""] | [] | [""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""MARKET_REPRICING"", ""NEAR_THRESHOLD_EXCEPTION""] | [""THEME_TAILWIND"", ""PRIMARY_THEME""]",keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
363,top15_right_tail_exception_warning_codes,17651,255,17396,98.5553,0,1,[],keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
364,top15_right_tail_exception_score_contributions,17651,85,17566,99.5184,0,48,"{""entry_score_0_100"": 76.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""primary_theme"": 8.0, ""theme_tailwind_score"": 6.0} | {""entry_score_0_100"": 67.0, ""market_repricing_score_gte_10"": 8.0, ""primary_theme"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0} | {""entry_score_0_100"": 78.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""primary_theme"": 8.0, ""theme_tailwind_score"": 6.0} | {""entry_score_0_100"": 80.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""primary_theme"": 8.0, ""theme_tailwind_score"": 6.0} | {""entry_score_0_100"": 81.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}",keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
365,top15_bucket,17651,255,17396,98.5553,0,2,Plus 5 exception | Top 10 core,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
366,top15_bucket_order,17651,255,17396,98.5553,0,2,2 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
367,top15_role,17651,255,17396,98.5553,0,2,right_tail_research_or_starter_candidate | primary_buy_underwriting_candidate,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
368,top15_model,17651,255,17396,98.5553,0,1,Top 10 + Plus 5 + Shadow Refill,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
369,top15_portfolio_treatment,17651,255,17396,98.5553,0,2,exception_research_or_starter_underwriting | core_buy_underwriting,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
370,top15_operating_setting,17651,255,17396,98.5553,0,1,high_conviction_top15_v3_exception_sleeve,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
371,top15_operating_setting_validation_status,17651,255,17396,98.5553,0,1,observed_data_top15_exception_sleeve_not_full_akg_macro_validation,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
372,top15_reason_codes,17651,255,17396,98.5553,0,1,[],keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
373,top15_override_reason_codes,17651,255,17396,98.5553,0,2,"[] | [""OVERRIDE_HP4_LLM_SUPPORTED""]",keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
374,shadow_selected,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
375,shadow_any_variant_selected,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
376,shadow_variants_selected,17651,255,17396,98.5553,0,17,high_conviction_top15_v4_core_deterioration_refill_shadow_current_2022Q2 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2022Q3 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2022Q4 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2023Q1 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2023Q2,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
377,shadow_variant,17651,255,17396,98.5553,0,17,high_conviction_top15_v4_core_deterioration_refill_shadow_current_2022Q2 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2022Q3 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2022Q4 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2023Q1 | high_conviction_top15_v4_core_deterioration_refill_shadow_current_2023Q2,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
378,shadow_selection_rank,17651,255,17396,98.5553,0,15,15 | 12 | 7 | 2 | 5,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
379,shadow_selected_sleeve,17651,255,17396,98.5553,0,2,right_tail_exception | core,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
380,shadow_selected_sleeve_rank,17651,255,17396,98.5553,0,10,5 | 2 | 7 | 9 | 4,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
381,shadow_core_refill_source,17651,170,17481,99.0369,0,2,original_top10 | next_ranked_core_candidate,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
382,shadow_core_deterioration_refill_shadow_flag,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
383,shadow_refill_status,17651,255,17396,98.5553,0,1,shadow_refill_review_only_not_official,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
384,shadow_right_tail_exception_score,17651,85,17566,99.5184,0,38,104.0 | 106.0 | 108.0 | 112.0 | 93.0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
385,shadow_right_tail_exception_reason_codes,17651,255,17396,98.5553,0,10,"[""HP_LLM_BEST"", ""HP_SIGNAL"", ""THEME_TAILWIND"", ""PRIMARY_THEME""] | [""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""MARKET_REPRICING"", ""PRIMARY_THEME"", ""NEAR_THRESHOLD_EXCEPTION""] | [] | [""SINGLE_RM_SIGNAL_BUCKET"", ""RM_BUY_REVIEW"", ""MARKET_REPRICING"", ""NEAR_THRESHOLD_EXCEPTION""] | [""THEME_TAILWIND"", ""PRIMARY_THEME""]",keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
386,shadow_right_tail_exception_warning_codes,17651,255,17396,98.5553,0,2,"[] | [""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED"", ""MAX_NO_THEME_NO_LLM_EXCEPTIONS_REACHED""]",keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
387,shadow_right_tail_exception_score_contributions,17651,85,17566,99.5184,0,48,"{""entry_score_0_100"": 76.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""primary_theme"": 8.0, ""theme_tailwind_score"": 6.0} | {""entry_score_0_100"": 67.0, ""market_repricing_score_gte_10"": 8.0, ""primary_theme"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0} | {""entry_score_0_100"": 78.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""primary_theme"": 8.0, ""theme_tailwind_score"": 6.0} | {""entry_score_0_100"": 80.0, ""hp_LLM_best"": 8.0, ""hp_signal_count"": 6.0, ""primary_theme"": 8.0, ""theme_tailwind_score"": 6.0} | {""entry_score_0_100"": 81.0, ""market_repricing_score_gte_10"": 8.0, ""rm_buy_review_flag"": 8.0, ""single_rm_signal_bucket"": 15.0}",keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
388,shadow_top15_bucket,17651,255,17396,98.5553,0,2,Plus 5 exception | Top 10 core,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
389,shadow_top15_bucket_order,17651,255,17396,98.5553,0,2,2 | 1,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
390,shadow_top15_role,17651,255,17396,98.5553,0,2,shadow_refill_plus5_exception_candidate | shadow_refill_top10_core_candidate,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
391,shadow_top15_model,17651,255,17396,98.5553,0,1,Top 10 + Plus 5 + Shadow Refill,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
392,shadow_portfolio_treatment,17651,255,17396,98.5553,0,2,plus5_exception_shadow_refill_review_not_official | top10_core_shadow_refill_review_not_official,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
393,shadow_demoted_core_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
394,shadow_replacement_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
395,shadow_high_score_deterioration_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
396,shadow_weak_no_theme_repricing_stack_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
397,shadow_core_deterioration_review_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
