sample_id,quarter,ticker,mini_bucket,xhigh_bucket,bucket_changed,mini_score,xhigh_score,score_change,score_changed,mini_risk,xhigh_risk,risk_change,risk_changed,mini_action,xhigh_action,action_change,action_changed,mini_confidence,xhigh_confidence,confidence_changed,mini_detected_driver_category,xhigh_detected_driver_category,driver_category_changed
T3000646,2024Q1,MIR,inflecting,constructive,1,7,5,-2,1,1,1,0,0,3,1,-2,1,high,high,0,backlog_growth_margin_expansion,steady growth with backlog support,1
T3000647,2024Q1,MPAA,constructive,neutral,1,5,1,-4,1,2,3,1,1,1,0,-1,1,medium,high,1,gross_margin_improvement,operating recovery offset by financing and net loss pressure,1
T3000648,2024Q1,MQ,neutral,deteriorating,1,1,-2,-3,1,2,3,1,1,0,-3,-3,1,medium,high,1,scale_and_margin_mix,volume growth with revenue and GAAP loss disconnect,1
T3000649,2024Q1,MTRX,constructive,neutral,1,4,1,-3,1,3,3,0,0,1,0,-1,1,medium,high,1,backlog_and_margin_recovery,Backlog and volume recovery,1
T3000650,2024Q1,NEWT,constructive,inflecting,1,3,7,4,1,2,1,-1,1,1,3,2,1,medium,medium,0,loan_pipeline_growth,Loan growth and efficiency,1
T3000651,2024Q1,NNBR,constructive,constructive,0,5,3,-2,1,2,2,0,0,1,1,0,0,medium,high,1,transformation_and_cost_savings,Transformation and cost savings,1
T3000652,2024Q1,NPKI,constructive,inflecting,1,5,7,2,1,2,2,0,0,1,3,2,1,medium,high,1,operating_leverage_and_cash_generation,Portfolio mix and operating leverage,1
T3000653,2024Q1,NRDS,neutral,deteriorating,1,0,-1,-1,1,3,4,1,1,0,-3,-3,1,medium,high,1,guidance_and_cash_generation,Outlook miss and revenue pressure,1
T3000654,2024Q1,NTGR,neutral,constructive,1,1,4,3,1,2,2,0,0,0,1,1,1,medium,medium,0,mix_and_margin,Premium mix and margin improvement,1
T3000655,2024Q1,NVRI,inflecting,inflecting,0,7,9,2,1,2,1,-1,1,3,3,0,0,high,high,0,revenue_and_ebitda_growth,"Demand, pricing, and EBITDA expansion",1
T3000656,2024Q1,NWL,constructive,constructive,0,5,3,-2,1,3,4,1,1,1,-3,-4,1,high,high,0,cost_savings_and_cash_flow,Cost productivity and cash conversion,1
T3000657,2024Q1,OFIX,constructive,constructive,0,6,6,0,0,1,1,0,0,1,1,0,0,medium,medium,0,revenue_growth,revenue_growth,0
T3000658,2024Q1,OSUR,constructive,neutral,1,4,2,-2,1,1,3,2,1,1,0,-1,1,medium,medium,0,margin_expansion,margin_cash_improvement,1
T3000659,2024Q1,PAHC,constructive,deteriorating,1,3,-3,-6,1,2,4,2,1,1,-3,-4,1,medium,high,1,guidance_and_mix,guidance_pressure,1
T3000660,2024Q1,PTON,constructive,neutral,1,4,0,-4,1,3,4,1,1,1,-3,-4,1,medium,medium,0,cost_restructuring,turnaround_cost_control,1
T3000661,2024Q1,QUAD,constructive,neutral,1,5,0,-5,1,2,4,2,1,1,-3,-4,1,medium,high,1,cost_savings,cost_savings_vs_revenue_decline,1
T3000662,2024Q1,RBBN,constructive,inflecting,1,6,7,1,1,1,2,1,1,1,3,2,1,medium,high,1,profitability_improvement,profitability_inflection,1
T3000663,2024Q1,REAL,constructive,neutral,1,5,2,-3,1,2,3,1,1,1,0,-1,1,medium,medium,0,margin_and_cash_flow,profitability_turnaround,1
T3000664,2024Q1,RELL,constructive,deteriorating,1,3,-3,-6,1,2,4,2,1,1,-3,-4,1,medium,high,1,backlog_and_mix,demand_weakness,1
T3000665,2024Q1,RGP,neutral,deteriorating,1,2,-5,-7,1,3,4,1,1,0,-3,-3,1,high,high,0,margin_pressure,demand slowdown,1
T3000666,2024Q1,RILYZ,deteriorating,neutral,1,-2,0,2,1,4,3,-1,1,-3,0,3,1,high,medium,1,mixed_segment_restructuring,mixed segment recovery,1
T3000667,2024Q1,RIVN,constructive,constructive,0,6,4,-2,1,3,3,0,0,1,1,0,0,high,high,0,scale_and_cost_improvement,cost efficiency,1
T3000668,2024Q1,RSI,inflecting,inflecting,0,8,9,1,1,2,1,-1,1,3,3,0,0,high,high,0,growth_and_profitability_inflection,profitability inflection,1
T3000669,2024Q1,RUN,constructive,constructive,0,3,4,1,1,3,2,-1,1,1,1,0,0,high,medium,1,cash_generation_and_attachment_rate,storage mix and cash generation,1
T3000670,2024Q1,SHLS,constructive,neutral,1,5,0,-5,1,3,4,1,1,1,-3,-4,1,high,high,0,order_growth,backlog growth with near-term headwinds,1
T3000671,2024Q1,SLQT,inflecting,constructive,1,7,4,-3,1,2,2,0,0,3,1,-2,1,high,high,0,guidance_raise_and_profitability,guidance raise,1
T3000672,2024Q1,STKL,neutral,neutral,0,2,2,0,0,3,3,0,0,0,0,0,0,medium,medium,0,volume_growth_with_margin_pressure,volume growth,1
T3000673,2024Q1,SWIM,constructive,constructive,0,4,3,-1,1,2,3,1,1,1,1,0,0,high,high,0,cost reduction / margin expansion,cost productivity / mix shift,1
T3000674,2024Q1,TBLA,constructive,constructive,0,4,5,1,1,2,2,0,0,1,1,0,0,medium,high,1,growth and profitability,growth acceleration / profitability guidance,1
T3000675,2024Q1,TEAD,neutral,neutral,0,1,2,1,1,2,2,0,0,0,0,0,0,medium,high,1,operational efficiency,expense discipline / ex-TAC profitability,1
T3000676,2024Q1,UEIC,deteriorating,deteriorating,0,-1,-2,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,cost reduction / restructuring,factory footprint / efficiency initiatives,1
T3000677,2024Q1,UIS,constructive,constructive,0,6,3,-3,1,1,2,1,1,1,1,0,0,high,high,0,order growth / backlog,contract signings / backlog,1
T3000678,2024Q1,ULCC,neutral,deteriorating,1,1,-1,-2,1,3,4,1,1,0,-3,-3,1,high,high,0,cost discipline / network optimization,network simplification / unit cost reduction,1
T3000679,2024Q1,VYGR,constructive,constructive,0,5,5,0,0,1,2,1,1,1,1,0,0,medium,medium,0,strategic partnership / financing,strategic collaboration / non-dilutive funding,1
T3000680,2024Q1,WEST,unscorable,deteriorating,1,0,-2,-2,1,0,1,1,1,0,-3,-3,1,low,medium,1,insufficient evidence,credit agreement / financing terms,1
T3000681,2024Q1,WRBY,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,medium,medium,0,unit economics / expansion,revenue_growth_with_margin_mixed,1
T3000682,2024Q1,WWW,deteriorating,neutral,1,-1,1,2,1,3,3,0,0,-3,0,3,1,low,medium,1,transformation / portfolio reshaping,turnaround_cost_savings_deleveraging,1
T3000683,2024Q1,XHR,constructive,constructive,0,3,3,0,0,1,2,1,1,1,1,0,0,medium,medium,0,expense control / hotel operations,expense_control_and_lodging_recovery,1
T3000684,2024Q1,XPER,constructive,neutral,1,3,0,-3,1,2,3,1,1,1,0,-1,1,medium,medium,0,portfolio simplification / profitability,portfolio_refocus_and_platform_growth,1
T3000685,2024Q2,AHR,constructive,constructive,0,3,3,0,0,1,2,1,1,1,1,0,0,medium,medium,0,occupancy / portfolio growth,healthcare_real_estate_occupancy_recovery,1
T3000686,2024Q2,ALTG,constructive,neutral,1,3,0,-3,1,2,3,1,1,1,0,-1,1,medium,high,1,service mix / cycle resilience,mixed_revenue_growth_margin_pressure,1
T3000687,2024Q2,AMC,deteriorating,deteriorating,0,-4,-5,-1,1,5,5,0,0,-3,-3,0,0,high,high,0,liquidity / operating loss,liquidity_and_demand_pressure,1
T3000688,2024Q2,ANGO,deteriorating,deteriorating,0,-2,-4,-2,1,4,5,1,1,-3,-3,0,0,high,high,0,divestiture / margin pressure,divestiture_restructuring_margin_pressure,1
T3000689,2024Q2,ARLO,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,services growth and cash generation,subscription mix shift,1
T3000690,2024Q2,ASAN,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,high,high,0,cash flow and operating leverage improvement,margin and cash flow improvement,1
T3000691,2024Q2,AVD,neutral,constructive,1,1,3,2,1,4,3,-1,1,-3,1,4,1,high,medium,1,margin and EBITDA improvement,operating leverage and transformation,1
T3000692,2024Q2,BE,deteriorating,deteriorating,0,-3,-4,-1,1,3,3,0,0,-3,-3,0,0,high,high,0,guidance and margin pressure,guidance reaffirmation despite weak quarter,1
T3000693,2024Q2,BVS,constructive,inflecting,1,5,8,3,1,1,2,1,1,1,3,2,1,high,high,0,growth and profitability expansion,growth plus margin expansion,1
T3000694,2024Q2,CDE,constructive,constructive,0,5,4,-1,1,2,3,1,1,1,1,0,0,high,high,0,production ramp and cash flow,production ramp,1
T3000695,2024Q2,CMP,deteriorating,deteriorating,0,-3,-4,-1,1,3,4,1,1,-3,-3,0,0,high,high,0,weather-driven volume weakness and segment stress,deleveraging actions amid weak operations,1
T3000696,2024Q2,COMP,constructive,constructive,0,3,5,2,1,2,2,0,0,1,1,0,0,high,high,0,cash flow improvement and transaction growth,cost reduction and cash flow inflection,1
T3000697,2024Q2,CORZ,constructive,constructive,0,3,4,1,1,3,2,-1,1,1,1,0,0,medium,medium,0,capacity_expansion,capacity expansion and diversification,1
T3000698,2024Q2,CRNC,deteriorating,deteriorating,0,-4,-5,-1,1,5,5,0,0,-3,-3,0,0,high,high,0,guidance_cut,guidance reduction and execution pressure,1
T3000699,2024Q2,CTLP,constructive,inflecting,1,5,8,3,1,1,1,0,0,1,3,2,1,medium,high,1,secular_growth,recurring transaction growth,1
T3000700,2024Q2,CTOS,deteriorating,deteriorating,0,-1,-3,-2,1,4,5,1,1,-3,-3,0,0,high,high,0,demand_softness,demand pressure and guidance cut,1
T3000701,2024Q2,DAN,inflecting,inflecting,0,7,7,0,0,1,1,0,0,3,3,0,0,high,high,0,efficiency_improvement,efficiency and cash flow improvement,1
T3000702,2024Q2,DBI,constructive,constructive,0,4,3,-1,1,1,1,0,0,1,1,0,0,medium,medium,0,margin_improvement,margin improvement with stable outlook,1
T3000703,2024Q2,DCGO,neutral,neutral,0,1,0,-1,1,4,5,1,1,-3,-3,0,0,high,high,0,business_mix_shift,contract wind-down offsetting operating improvement,1
T3000704,2024Q2,DNOW,constructive,constructive,0,6,6,0,0,1,1,0,0,1,1,0,0,medium,medium,0,cash_generation,acquisition and free cash flow execution,1
T3000705,2024Q2,DNUT,constructive,constructive,0,3,4,1,1,2,2,0,0,1,1,0,0,high,high,0,operating expansion,distribution expansion and productivity,1
T3000706,2024Q2,DRH,deteriorating,neutral,1,-1,2,3,1,3,1,-2,1,-3,0,3,1,high,high,0,pricing and occupancy,guidance and lodging revenue growth,1
T3000707,2024Q2,DXLG,deteriorating,deteriorating,0,-2,-3,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,margin pressure,demand pressure and lowered outlook,1
T3000708,2024Q2,FIGS,constructive,deteriorating,1,3,-1,-4,1,1,2,1,1,1,-3,-4,1,high,medium,1,margin and outlook,outlook raise with margin pressure,1
T3000709,2024Q2,FNKO,neutral,constructive,1,0,3,3,1,2,2,0,0,0,1,1,1,medium,high,1,gross margin and cost control,inventory and margin recovery,1
T3000710,2024Q2,GBTG,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,growth plus cash flow,"productivity, margin expansion, and cash flow acceleration",1
T3000711,2024Q2,GRPN,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,high,high,0,turnaround improvement,turnaround and profitability improvement,1
T3000712,2024Q2,HRTG,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,underwriting improvement,underwriting profitability and portfolio mix,1
T3000713,2024Q2,JRVR,constructive,constructive,0,5,4,-1,1,2,2,0,0,1,1,0,0,high,high,0,underwriting discipline,underwriting discipline,0
T3000714,2024Q2,KRO,constructive,inflecting,1,6,7,1,1,2,2,0,0,1,3,2,1,high,high,0,pricing-cost mix,volume recovery and cost improvement,1
T3000715,2024Q2,KW,neutral,neutral,0,2,2,0,0,1,2,1,1,0,0,0,0,medium,medium,0,asset sales and fee capital growth,asset sales and fee capital growth,0
T3000716,2024Q2,LBTYA,neutral,deteriorating,1,1,-1,-2,1,3,3,0,0,0,-3,-3,1,high,high,0,pricing and network investment,ARPU support offset by operating pressure,1
T3000717,2024Q2,LBTYK,neutral,deteriorating,1,1,-1,-2,1,3,3,0,0,0,-3,-3,1,high,high,0,pricing and network investment,ARPU support offset by operating pressure,1
T3000718,2024Q2,LE,neutral,neutral,0,2,0,-2,1,3,3,0,0,0,0,0,0,high,high,0,gross margin expansion,gross margin recovery with revenue pressure,1
T3000719,2024Q2,LFST,constructive,inflecting,1,6,7,1,1,2,2,0,0,1,3,2,1,high,high,0,operating scale and margin expansion,profitable growth and operating efficiency,1
T3000720,2024Q2,LILA,neutral,deteriorating,1,0,-2,-2,1,3,4,1,1,0,-3,-3,1,high,high,0,subscriber and revenue pressure,subscriber and revenue pressure,0
T3000721,2024Q2,LILAK,neutral,neutral,0,1,0,-1,1,3,3,0,0,0,0,0,0,medium,medium,0,subscriber_mix_and_price,subscriber_revenue_pressure,1
T3000722,2024Q2,LPSN,neutral,neutral,0,2,1,-1,1,3,4,1,1,0,-3,-3,1,medium,high,1,turnaround_cost_structure,cost_restructuring_turnaround,1
T3000723,2024Q2,LTH,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,membership_growth_and_pricing_mix,membership_growth_and_guidance_raise,1
T3000724,2024Q2,LXFR,inflecting,constructive,1,7,4,-3,1,1,2,1,1,3,1,-2,1,high,high,0,profitability_and_cash_flow_improvement,margin_cash_flow_recovery,1
T3000725,2024Q2,MCS,neutral,neutral,0,0,1,1,1,3,3,0,0,0,0,0,0,medium,high,1,cyclical_content_slump,cyclical_demand_weakness,1
T3000726,2024Q2,MCW,inflecting,inflecting,0,8,7,-1,1,1,1,0,0,3,3,0,0,high,high,0,unit_growth_and_cash_generation,unit_and_subscription_growth,1
T3000727,2024Q2,MERC,constructive,neutral,1,5,2,-3,1,2,3,1,1,1,0,-1,1,high,high,0,commodity_pricing_and_costs,commodity_cost_and_pricing_recovery,1
T3000728,2024Q2,MGNI,constructive,constructive,0,6,5,-1,1,1,2,1,1,1,1,0,0,high,high,0,ad_spend_and_share_gains,ad_spend_and_ctv_growth,1
T3000729,2024Q2,MIR,constructive,constructive,0,4,6,2,1,2,1,-1,1,1,1,0,0,high,high,0,growth_and_margin_expansion,margin expansion,1
T3000730,2024Q2,MPAA,inflecting,constructive,1,8,5,-3,1,1,2,1,1,3,1,-2,1,high,high,0,margin_and_cash_flow_improvement,profitability improvement,1
T3000731,2024Q2,MQ,neutral,constructive,1,0,4,4,1,2,2,0,0,0,1,1,1,medium,high,1,volume_growth_with_mixed_reporting_effects,platform volume growth,1
T3000732,2024Q2,MTRX,constructive,constructive,0,4,3,-1,1,1,3,2,1,1,1,0,0,medium,medium,0,backlog_and_award_pipeline,backlog inflection,1
T3000733,2024Q2,NEO,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,pricing_volume_mix_improvement,commercial execution,1
T3000734,2024Q2,NNBR,inflecting,inflecting,0,7,7,0,0,1,2,1,1,3,3,0,0,high,high,0,turnaround_and_operating_improvement,business transformation,1
T3000735,2024Q2,NPKI,inflecting,constructive,1,7,5,-2,1,1,2,1,1,3,1,-2,1,high,high,0,fleet_utilization_and_margin_expansion,margin expansion,1
T3000736,2024Q2,NVCR,neutral,neutral,0,2,2,0,0,2,3,1,1,0,0,0,0,medium,high,1,commercial_traction,commercial and clinical progress,1
T3000737,2024Q2,NWL,constructive,constructive,0,6,3,-3,1,2,3,1,1,1,1,0,0,high,high,0,cost_savings_margin_mix,cost/productivity and mix,1
T3000738,2024Q2,OFIX,constructive,constructive,0,4,3,-1,1,2,2,0,0,1,1,0,0,high,high,0,sales_growth_margin_expansion,revenue growth and margin improvement,1
T3000739,2024Q2,ORGO,neutral,deteriorating,1,0,-2,-2,1,3,3,0,0,0,-3,-3,1,medium,high,1,revenue_growth_with_mixed_profitability,commercial execution with margin pressure,1
T3000740,2024Q2,OSUR,constructive,deteriorating,1,5,-2,-7,1,1,4,3,1,1,-3,-4,1,high,high,0,cost_savings_margin_recovery,restructuring and cash-flow plan,1
T3000741,2024Q2,OSW,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,demand_and_operating_leverage,demand growth and operating execution,1
T3000742,2024Q2,PBI,constructive,neutral,1,4,2,-2,1,2,3,1,1,1,0,-1,1,medium,high,1,cost_reduction_and_mix,cost reduction and segment mix,1
T3000743,2024Q2,PDM,constructive,deteriorating,1,4,-3,-7,1,2,4,2,1,1,-3,-4,1,medium,high,1,occupancy_and_core_ffo,leasing stabilization with balance-sheet pressure,1
T3000744,2024Q2,PGY,inflecting,constructive,1,8,5,-3,1,1,3,2,1,3,1,-2,1,high,medium,1,capital_efficiency_and_fee_growth,fee revenue growth and capital efficiency,1
T3000745,2024Q2,PTEN,inflecting,constructive,1,7,4,-3,1,3,2,-1,1,3,1,-2,1,high,high,0,cost synergies and cash conversion,cost_synergy_free_cash_flow,1
T3000746,2024Q2,PTLO,neutral,neutral,0,2,1,-1,1,2,2,0,0,0,0,0,0,high,high,0,margin improvement,margin_improvement,1
T3000747,2024Q2,PTON,neutral,constructive,1,1,3,2,1,4,3,-1,1,-3,1,4,1,high,high,0,cost reduction and mix,restructuring_margin_mix,1
T3000748,2024Q2,PWP,deteriorating,deteriorating,0,-2,-4,-2,1,3,4,1,1,-3,-3,0,0,high,high,0,capital markets activity,backlog_vs_current_shortfall,1
T3000749,2024Q2,REAL,inflecting,constructive,1,9,6,-3,1,1,2,1,1,3,1,-2,1,high,high,0,gross margin expansion,core_business_gross_margin,1
T3000750,2024Q2,RELL,neutral,deteriorating,1,0,-4,-4,1,2,4,2,1,0,-3,-3,1,high,high,0,inventory normalization,cyclical_recovery_claim,1
T3000751,2024Q2,RELY,inflecting,inflecting,0,7,8,1,1,2,2,0,0,3,3,0,0,high,high,0,customer growth and scale,scale_growth_profitability,1
T3000752,2024Q2,RIG,constructive,neutral,1,3,2,-1,1,3,3,0,0,1,0,-1,1,high,high,0,backlog and utilization,contract_activity_backlog,1
T3000753,2024Q2,RIVN,constructive,neutral,1,3,1,-2,1,3,3,0,0,1,0,-1,1,high,medium,1,cost_efficiency_and_product_mix,cost efficiency and platform launch planning,1
T3000754,2024Q2,RSI,constructive,inflecting,1,6,9,3,1,2,1,-1,1,1,3,2,1,high,high,0,growth_and_margin_expansion,revenue growth with operating leverage,1
T3000755,2024Q2,RUN,neutral,deteriorating,1,1,-1,-2,1,4,4,0,0,-3,-3,0,0,high,high,0,unit_economics_and_cash_generation,storage growth and cash generation outlook,1
T3000756,2024Q2,SLQT,inflecting,constructive,1,8,6,-2,1,1,2,1,1,3,1,-2,1,high,medium,1,platform_scale_and_segment_growth,healthcare services scale and acquisition efficiency,1
T3000757,2024Q2,SMHI,neutral,deteriorating,1,2,-1,-3,1,2,3,1,1,0,-3,-3,1,high,high,0,pricing_and_utilization,dayrate improvement with utilization weakness,1
T3000758,2024Q2,STKL,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,volume_growth_and_margin_expansion,volume growth and operational execution,1
T3000759,2024Q2,SWIM,inflecting,constructive,1,8,3,-5,1,1,3,2,1,3,1,-2,1,high,high,0,cost_efficiency_and_product_mix,cost savings and productivity,1
T3000760,2024Q2,TASK,constructive,constructive,0,6,6,0,0,1,1,0,0,1,1,0,0,high,high,0,guidance_and_margin_execution,cash conversion and guidance improvement,1
T3000761,2024Q2,TEAD,constructive,constructive,0,4,5,1,1,1,1,0,0,1,1,0,0,high,high,0,margin_and_cash_flow_improvement,margin and cash flow improvement,1
T3000762,2024Q2,TG,neutral,constructive,1,1,3,2,1,2,2,0,0,0,1,1,1,medium,medium,0,segment_recovery_and_mix,segment recovery and cost improvement,1
T3000763,2024Q2,ULCC,neutral,deteriorating,1,2,-1,-3,1,2,3,1,1,0,-3,-3,1,high,high,0,cost_management,cost efficiency offset by profitability pressure,1
T3000764,2024Q2,WEST,inflecting,constructive,1,9,5,-4,1,1,2,1,1,3,1,-2,1,high,medium,1,commercialization_and_contract_wins,commercialization and EBITDA growth,1
T3000765,2024Q2,WTTR,constructive,constructive,0,4,6,2,1,1,1,0,0,1,1,0,0,high,high,0,water_infrastructure_growth,infrastructure mix and margin improvement,1
T3000766,2024Q2,WWW,constructive,constructive,0,4,4,0,0,1,2,1,1,1,1,0,0,high,high,0,margin_expansion_and_turnaround,turnaround and margin expansion,1
T3000767,2024Q2,XHR,neutral,neutral,0,0,0,0,0,2,2,0,0,0,0,0,0,medium,medium,0,hotel_demand_recovery,portfolio recovery with renovation drag,1
T3000768,2024Q2,XPER,neutral,neutral,0,0,2,2,1,2,2,0,0,0,0,0,0,medium,medium,0,product_scaling_and_mix,growth platform transition,1
T3000769,2024Q3,ACCO,constructive,constructive,0,5,3,-2,1,2,3,1,1,1,1,0,0,high,high,0,cost reduction and mix,cost savings and mix,1
T3000770,2024Q3,ADTN,deteriorating,deteriorating,0,-3,-3,0,0,5,4,-1,1,-3,-3,0,0,high,high,0,turnaround / restructuring,margin stabilization attempt,1
T3000771,2024Q3,AIOT,constructive,neutral,1,3,2,-1,1,3,4,1,1,1,-3,-4,1,medium,high,1,synergy and scale,growth plus acquisition synergy,1
T3000772,2024Q3,ALTG,constructive,neutral,1,4,2,-2,1,2,3,1,1,1,0,-1,1,medium,high,1,segment mix and backlog,segment mix and backlog,0
T3000773,2024Q3,AMC,deteriorating,deteriorating,0,-4,-3,1,1,4,3,-1,1,-3,-3,0,0,low,medium,1,balance-sheet / earnings pressure,pro forma financial overview,1
T3000774,2024Q3,ANGO,constructive,constructive,0,3,4,1,1,2,3,1,1,1,1,0,0,medium,high,1,product mix and innovation,portfolio transition and Med Tech growth,1
T3000775,2024Q3,ASAN,constructive,constructive,0,4,3,-1,1,2,2,0,0,1,1,0,0,high,high,0,enterprise adoption and retention,enterprise customer momentum,1
T3000776,2024Q3,AVD,deteriorating,deteriorating,0,-1,-4,-3,1,3,5,2,1,-3,-3,0,0,medium,high,1,portfolio mix / transformation,restructuring amid demand and margin pressure,1
T3000777,2024Q3,BANC,constructive,neutral,1,3,2,-1,1,2,3,1,1,1,0,-1,1,medium,medium,0,funding mix and balance-sheet mix,integration and funding mix,1
T3000778,2024Q3,BDN,neutral,deteriorating,1,0,-3,-3,1,3,3,0,0,0,-3,-3,1,medium,high,1,one-time recapitalization gain,portfolio recapitalization and leasing,1
T3000779,2024Q3,BE,constructive,neutral,1,3,2,-1,1,2,2,0,0,1,0,-1,1,medium,high,1,growth and margin expansion,margin improvement and guidance reaffirmation,1
T3000780,2024Q3,BTSG,inflecting,constructive,1,7,3,-4,1,1,2,1,1,3,1,-2,1,high,high,0,broad-based operating growth,guidance increase and segment growth,1
T3000781,2024Q3,CALY,deteriorating,deteriorating,0,-2,-3,-1,1,4,5,1,1,-3,-3,0,0,high,high,0,guidance cut and strategic review,guidance cut and strategic review,0
T3000782,2024Q3,CDE,inflecting,constructive,1,7,6,-1,1,1,2,1,1,3,1,-2,1,medium,high,1,production ramp and cost leverage,mine expansion and cost improvement,1
T3000783,2024Q3,CENX,neutral,neutral,0,2,2,0,0,2,2,0,0,0,0,0,0,medium,high,1,price and premium leverage,commodity price and operating performance,1
T3000784,2024Q3,CLNE,neutral,neutral,0,0,0,0,0,3,4,1,1,0,-3,-3,1,medium,high,1,volume growth with financing-related charges,volume growth offset by GAAP loss outlook,1
T3000785,2024Q3,CNDT,deteriorating,neutral,1,-1,1,2,1,4,3,-1,1,-3,0,3,1,high,medium,1,cost_pressure_and_lost_business,margin_pressure_restructuring,1
T3000786,2024Q3,CNTY,deteriorating,deteriorating,0,-2,-2,0,0,4,3,-1,1,-3,-3,0,0,high,high,0,mixed_operating_trend_with_margin_pressure,earnings_pressure,1
T3000787,2024Q3,COMP,inflecting,inflecting,0,9,8,-1,1,1,2,1,1,3,3,0,0,high,high,0,operating_leverage_and_market_share,growth_operating_leverage_cash_flow,1
T3000788,2024Q3,CTLP,constructive,constructive,0,3,4,1,1,2,2,0,0,1,1,0,0,medium,medium,0,margin_expansion_and_revenue_growth,recurring_revenue_margin_leverage,1
T3000789,2024Q3,CTOS,deteriorating,neutral,1,-2,0,2,1,4,5,1,1,-3,-3,0,0,high,high,0,demand_and_margin_pressure,guidance_cut_demand_margin_pressure,1
T3000790,2024Q3,CWK,constructive,neutral,1,3,2,-1,1,2,3,1,1,1,0,-1,1,high,medium,1,cost_savings_and_business_mix,cost_savings_mixed_recovery,1
T3000791,2024Q3,CYH,neutral,neutral,0,2,2,0,0,2,2,0,0,0,0,0,0,medium,medium,0,guidance_and_operating_stability,healthcare_ebitda_cash_flow_improvement,1
T3000792,2024Q3,DCGO,constructive,inflecting,1,6,9,3,1,1,1,0,0,1,3,2,1,high,high,0,cash_flow_and_margin_expansion,growth_margin_cash_flow_guidance_raise,1
T3000793,2024Q3,DRVN,constructive,constructive,0,6,3,-3,1,1,2,1,1,1,1,0,0,high,high,0,same-store-sales-and-unit-growth,unit_growth_same_store_sales,1
T3000794,2024Q3,EBS,deteriorating,deteriorating,0,-5,-5,0,0,5,5,0,0,-3,-3,0,0,high,high,0,guidance-cut-and-demand-softness,guidance_loss_deterioration,1
T3000795,2024Q3,ECVT,neutral,deteriorating,1,2,-2,-4,1,3,5,2,1,0,-3,-3,1,high,high,0,demand-mix-and-pricing-pressure,demand_softening_guidance_cut,1
T3000796,2024Q3,FNKO,constructive,constructive,0,4,6,2,1,2,2,0,0,1,1,0,0,medium,high,1,margin-expansion-and-inventory-discipline,margin_inventory_turnaround,1
T3000797,2024Q3,GBTG,constructive,inflecting,1,5,9,4,1,2,1,-1,1,1,3,2,1,high,high,0,cash-flow-and-margin-expansion,productivity_margin_cash_flow,1
T3000798,2024Q3,GRPN,constructive,neutral,1,4,2,-2,1,2,3,1,1,1,0,-1,1,high,high,0,local-demand-recovery-and-cash-flow,cash_flow_turnaround_local_growth,1
T3000799,2024Q3,GT,constructive,constructive,0,4,5,1,1,3,3,0,0,1,1,0,0,high,high,0,transformation-and-price-mix,transformation_cost_price_mix,1
T3000800,2024Q3,HCSG,neutral,neutral,0,1,2,1,1,2,3,1,1,0,0,0,0,high,high,0,revenue-and-cash-collection-improvement,collections_revenue_outlook,1
T3000801,2024Q3,IRWD,neutral,neutral,0,1,1,0,0,4,4,0,0,-3,-3,0,0,high,high,0,commercial_pricing_pressure,pricing pressure and guidance cut,1
T3000802,2024Q3,JELD,neutral,neutral,0,2,1,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,demand_weakness_and_cost_pressure,demand weakness and guidance cut,1
T3000803,2024Q3,KLXE,constructive,inflecting,1,5,7,2,1,2,2,0,0,1,3,2,1,high,high,0,cost_actions_and_mix_improvement,cost optimization and mix shift,1
T3000804,2024Q3,KRO,constructive,neutral,1,3,2,-1,1,2,3,1,1,1,0,-1,1,medium,medium,0,capital_structure_and_control,acquisition and balance-sheet repositioning,1
T3000805,2024Q3,KW,constructive,constructive,0,4,5,1,1,1,2,1,1,1,1,0,0,high,medium,1,fee_growth_and_asset_stabilization,investment management growth and deleveraging,1
T3000806,2024Q3,LBTYA,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,high,high,0,subscriber_pricing_and_mix,stable revenue with cash-flow offset,1
T3000807,2024Q3,LBTYK,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,high,high,0,subscriber_pricing_and_mix,stable revenue with cash-flow offset,1
T3000808,2024Q3,LFST,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,scale_and_operating_leverage,profitable growth and operating discipline,1
